STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10
USW00094847,"DETROIT METRO AIRPORT, MI US",5/23/2019,14.99,,0.1,0,0,67,79,56,270,270,,35.1,45,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",5/24/2019,5.37,,0,0,0,63,71,53,130,110,,13,17,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",5/25/2019,12.53,,0.05,0,0,70,87,58,290,290,,32,46.1,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",5/26/2019,4.92,,0.02,0,0,68,71,55,50,30,,10.1,13,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",5/27/2019,5.37,,0.14,0,0,62,73,50,110,120,,14.1,19.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",5/28/2019,10.07,,0,0,0,69,83,57,280,270,,25.9,34,1,1,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",5/29/2019,4.7,,0.19,0,0,62,71,56,60,60,,16.1,19,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",5/30/2019,6.26,,0.25,0,0,64,72,60,320,230,,19.9,23.9,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",5/31/2019,6.93,,0,0,0,67,81,55,220,230,,17,21,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/1/2019,6.49,,0.64,0,0,69,78,61,270,280,,30,38,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/2/2019,10.29,,0,0,0,64,72,53,300,290,,18.1,23.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/3/2019,7.38,,0,0,0,57,67,45,170,170,,16.1,19.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/4/2019,7.16,,0.04,0,0,62,75,51,230,240,,21,25.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/5/2019,9.17,,0.17,0,0,70,83,62,340,310,,23.9,35.1,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/6/2019,4.7,,0,0,0,65,73,58,360,350,,12.1,14.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/7/2019,7.83,,0,0,0,68,79,57,60,50,,16.1,21.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/8/2019,10.51,,0,0,0,70,81,57,70,100,,18.1,25.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/9/2019,7.38,,0.04,0,0,71,77,67,240,70,,14.1,18.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/10/2019,10.96,,0.17,0,0,69,73,55,290,300,,25.1,32,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/11/2019,6.49,,0,0,0,63,78,49,300,250,,16.1,23,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/12/2019,8.28,,0.05,0,0,68,77,58,330,170,,18.1,23,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/13/2019,8.28,,0.15,0,0,61,64,52,320,320,,21,28,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/14/2019,12.08,,0,0,0,60,75,48,220,240,,23,32,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/15/2019,12.3,,0.04,0,0,67,71,61,210,210,,21.9,29.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/16/2019,7.38,,0.44,0,0,61,64,56,40,40,,14.1,18.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/17/2019,3.8,,0,0,0,63,73,58,10,360,,12.1,15,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/18/2019,2.91,,0,0,0,67,78,58,160,150,,12.1,15,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/19/2019,4.25,,0,0,0,71,81,61,170,180,,12.1,15,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/20/2019,8.95,,0.51,0,0,66,68,57,360,350,,17,23,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/21/2019,7.38,,0,0,0,65,78,55,330,320,,15,18.1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/22/2019,5.82,,0,0,0,67,77,54,90,120,,12.1,17,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/23/2019,5.82,,0,0,0,68,79,54,170,120,,14.1,19,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/24/2019,10.29,,0.06,0,0,73,81,67,250,250,,29.1,35.1,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/25/2019,13.42,,0,0,0,72,85,63,280,260,,25.1,31.1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/26/2019,8.5,,0,0,0,78,87,67,240,260,,17,23.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/27/2019,4.03,,0,0,0,78,88,68,250,250,,21.9,31.1,,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/28/2019,5.14,,0.53,0,0,80,91,68,300,290,,29.1,38,,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/29/2019,7.61,,0.02,0,0,80,89,72,310,290,,16.1,21,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",6/30/2019,6.49,,0,0,0,78,86,69,10,20,,15,21,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/1/2019,5.59,,0,0,0,76,88,65,160,170,,15,19,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/2/2019,5.37,,0.02,0,0,81,92,73,210,220,,23,27.1,,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/3/2019,6.04,,0.01,0,0,78,85,71,10,10,,14.1,16.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/4/2019,4.92,,0,0,0,78,88,69,300,300,,14.1,19.9,,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/5/2019,6.04,,0.21,0,0,82,92,72,240,230,,35.1,42.9,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/6/2019,6.93,,0.21,0,0,79,89,71,10,10,,21.9,29.1,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/7/2019,9.4,,0,0,0,74,83,66,30,60,,16.1,23,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/8/2019,6.04,,0,0,0,71,81,59,160,40,,10.1,13,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/9/2019,4.7,,0,0,0,72,83,60,170,150,,10.1,15,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/10/2019,7.38,,0,0,0,77,92,65,210,220,,17,21.9,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/11/2019,9.17,,0,0,0,81,88,67,290,290,,18.1,23.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/12/2019,5.14,,0,0,0,71,81,61,320,330,,13,15,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/13/2019,11.41,,0,0,0,77,92,64,270,270,,23,30,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/14/2019,5.82,,0,0,0,78,87,68,350,350,,12.1,15,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/15/2019,5.82,,0.15,0,0,77,89,65,190,190,,36.9,51,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/16/2019,8.5,,0.03,0,0,78,85,72,190,190,,23,29.1,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/17/2019,5.37,,0.09,0,0,79,91,73,10,360,,14.1,19.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/18/2019,7.16,,0.01,0,0,78,89,67,270,270,,25.9,34,,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/19/2019,10.51,,1.61,0,0,81,94,72,200,210,,36.9,42.9,1,,1,,1,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/20/2019,9.62,,0,0,0,82,97,74,330,330,,32,42.9,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/21/2019,5.37,,0.16,0,0,76,84,66,40,50,,16.1,19.9,1,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/22/2019,8.5,,0.03,0,0,72,77,63,30,30,,19.9,23,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/23/2019,7.38,,0.01,0,0,69,80,58,300,300,,28,36.9,1,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/24/2019,4.92,,0,0,0,68,81,58,30,360,,15,18.1,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/25/2019,4.47,,0,0,0,74,84,63,290,280,,12.1,15,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/26/2019,5.14,,0,0,0,75,84,65,170,190,,14.1,18.1,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/27/2019,11.86,,0,0,0,77,87,69,220,220,,23,30,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/28/2019,10.51,,0.03,0,0,80,90,72,230,220,,21,25.1,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/29/2019,11.63,,0.06,0,0,79,90,71,210,270,,25.9,34,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/30/2019,6.71,,0,0,0,75,85,68,50,70,,15,19,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",7/31/2019,7.16,,0,0,0,73,81,64,40,20,,14.1,17,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/1/2019,5.59,,0,0,0,72,83,59,330,30,,12.1,14.1,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/2/2019,4.25,,0,0,0,72,84,59,70,40,,12.1,15,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/3/2019,3.58,,0,0,0,75,87,61,200,190,,14.1,16.1,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/4/2019,4.7,,0.29,0,0,76,89,67,210,210,,19.9,25.1,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/5/2019,4.92,,0,0,0,76,89,67,250,290,,14.1,18.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/6/2019,5.37,,0.15,0,0,76,80,70,300,320,,13,18.1,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/7/2019,6.26,,0,0,0,76,86,67,280,280,,16.1,21,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/8/2019,11.86,,0,0,0,76,85,65,270,290,,23.9,32,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/9/2019,8.72,,0,0,0,71,83,59,270,310,,19.9,25.1,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/10/2019,5.59,,0,0,0,71,83,59,310,340,,15,21.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/11/2019,4.7,,0,0,0,74,85,62,220,220,,15,19,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/12/2019,8.05,,0,0,0,77,85,70,200,210,,18.1,25.1,1,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/13/2019,7.61,,0,0,0,77,88,71,10,40,,14.1,21.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/14/2019,6.93,,0,0,0,75,84,65,60,60,,15,19,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/15/2019,6.49,,0.32,0,0,72,81,66,140,150,,15,19.9,1,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/16/2019,5.82,,0,0,0,71,80,63,200,200,,16.1,21,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/17/2019,8.28,,0.19,0,0,76,86,68,230,250,,17,23,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/18/2019,9.62,,1.28,0,0,76,86,67,230,240,,40.9,57,1,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/19/2019,5.82,,0,0,0,74,84,66,200,190,,15,21.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/20/2019,5.82,,0.05,0,0,78,87,71,230,220,,19.9,25.1,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/21/2019,7.83,,0.05,0,0,76,89,68,270,260,,25.1,35.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/22/2019,7.61,,0,0,0,73,79,63,30,40,,15,19,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/23/2019,6.49,,0,0,0,67,77,57,40,30,,18.1,23.9,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/24/2019,7.61,,0,0,0,65,74,55,40,40,,17,23.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/25/2019,7.83,,0,0,0,68,77,61,90,170,,15,28,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/26/2019,10.51,,0.47,0,0,68,74,62,140,120,,19.9,29.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/27/2019,10.51,,0.34,0,0,73,82,68,180,180,,18.1,25.1,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/28/2019,10.51,,0,0,0,71,78,62,240,240,,25.1,32,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/29/2019,13.42,,0,0,0,70,81,59,230,240,,25.1,36,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/30/2019,7.38,,0,0,0,72,78,62,260,250,,17,21.9,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",8/31/2019,6.93,,0,0,0,65,73,56,60,100,,15,21,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/1/2019,5.14,,0.13,0,0,65,68,61,40,50,,8.9,13,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/2/2019,5.14,,0.37,0,0,70,82,63,10,10,,21,25.9,1,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/3/2019,9.84,,0.1,0,0,70,78,64,240,250,,25.1,36,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/4/2019,7.38,,0.15,0,0,69,73,60,310,260,,17,36,1,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/5/2019,3.8,,0,0,0,64,75,56,130,140,,10.1,15,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/6/2019,4.92,,0.01,0,0,64,72,57,210,210,,13,16.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/7/2019,7.61,,0,0,0,67,76,62,280,290,,15,21.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/8/2019,7.16,,0,0,0,65,70,57,50,50,,14.1,19.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/9/2019,5.37,,0,0,0,62,71,57,130,110,,12.1,16.1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/10/2019,7.16,,0,0,0,71,87,62,220,210,,15,21,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/11/2019,7.16,,0.94,0,0,78,89,69,250,250,,28,36.9,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/12/2019,7.83,,0.16,0,0,70,73,65,10,20,,15,19,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/13/2019,9.62,,0.4,0,0,71,86,65,270,270,,25.1,36,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/14/2019,8.72,,0,0,0,68,76,58,280,290,,17,23,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/15/2019,5.59,,0.08,0,0,67,75,59,250,200,,16.1,23.9,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/16/2019,4.92,,0,0,0,72,80,66,30,10,,13,19,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/17/2019,4.92,,0,0,0,69,76,62,60,60,,13,17,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/18/2019,5.59,,0,0,0,68,78,59,90,90,,13,19.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/19/2019,4.7,,0,0,0,68,77,59,150,170,,10.1,16.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/20/2019,2.24,,0,0,0,72,84,63,170,170,,12.1,16.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/21/2019,4.47,,0.23,0,0,75,85,67,200,200,,18.1,29.1,1,1,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/22/2019,13.42,,0,0,0,77,86,72,220,220,,29.1,36.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/23/2019,13.42,,0.01,0,0,74,77,59,280,230,,23.9,36,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/24/2019,7.38,,0,0,0,65,77,56,280,290,,16.1,23,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/25/2019,12.3,,0,0,0,68,77,59,220,230,,25.9,36.9,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/26/2019,9.62,,0.01,0,0,67,71,53,270,290,,21,29.1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/27/2019,8.95,,0.33,0,0,62,77,50,260,260,,23.9,33.1,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/28/2019,8.05,,0.41,0,0,67,71,56,240,250,,21,28,1,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/29/2019,7.83,,0.06,0,0,59,63,54,80,100,,17,27.1,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",9/30/2019,5.82,,0.05,0,0,64,77,57,180,180,,12.1,15,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/1/2019,6.93,,0,0,0,75,89,67,350,250,,15,21.9,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/2/2019,7.83,,0.46,0,0,69,76,55,30,30,,17,27.1,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/3/2019,8.72,,0.49,0,0,59,71,55,280,270,,23,33.1,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/4/2019,9.62,,0,0,0,55,61,47,60,30,,17,28,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/5/2019,7.16,,0,0,0,53,63,47,90,90,,15,21.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/6/2019,8.95,,0.12,0,0,61,71,58,250,260,,19.9,27.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/7/2019,6.49,,0,0,0,60,70,51,250,250,,16.1,19,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/8/2019,5.14,,0,0,0,57,69,45,170,170,,12.1,17,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/9/2019,4.92,,0,0,0,58,69,48,70,70,,14.1,19.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/10/2019,6.49,,0,0,0,59,71,49,90,100,,13,19,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/11/2019,8.28,,0.21,0,0,63,69,48,290,290,,25.1,35.1,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/12/2019,12.97,,0.13,0,0,49,51,39,210,230,,23,29.1,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/13/2019,14.76,,0,0,0,51,63,44,230,220,,30,42.1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/14/2019,7.38,,0,0,0,49,54,40,270,270,,17,25.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/15/2019,6.04,,0,0,0,48,63,37,180,160,,18.1,25.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/16/2019,15.21,,0.16,0,0,53,63,47,300,290,,29.1,42.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/17/2019,12.3,,0,0,0,49,56,42,320,300,,21.9,32,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/18/2019,3.8,,0,0,0,46,56,36,180,170,,13,15,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/19/2019,4.03,,0,0,0,48,61,36,170,170,,16.1,23,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/20/2019,1.79,,0,0,0,54,69,45,270,170,,8.1,10.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/21/2019,10.29,,0.15,0,0,56,66,49,180,170,,21,30,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/22/2019,16.55,,0.04,0,0,56,62,47,220,220,,32,42.1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/23/2019,13.87,,0,0,0,50,61,43,230,230,,25.9,36,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/24/2019,7.38,,0,0,0,52,56,47,210,190,,15,21,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/25/2019,4.03,,0,0,0,48,51,37,320,320,,10.1,14.1,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/26/2019,7.61,,1.37,0,0,43,57,34,120,140,,18.1,30,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/27/2019,13.87,,0.01,0,0,55,59,44,220,220,,42.9,57.9,1,,1,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/28/2019,5.14,,0,0,0,50,65,40,210,200,,17,21,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/29/2019,7.38,,0,0,0,53,60,45,290,230,,17,23.9,1,1,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/30/2019,8.05,,0.38,0,0,45,47,42,40,40,,14.1,21,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",10/31/2019,12.08,,0.89,0,0,47,47,35,280,280,,28,38,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/1/2019,12.75,,0,0,0,37,42,35,280,280,,25.9,38,,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/2/2019,11.41,,0.03,0,0,41,48,37,270,260,,30,38.9,,,,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/3/2019,9.62,,0,0,0,39,47,33,240,240,,16.1,21.9,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/4/2019,12.97,,0.02,0,0,47,54,42,220,250,,25.1,31.1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/5/2019,10.51,,0,0,0,44,48,31,250,250,,21.9,30,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/6/2019,5.82,,0,0,0,34,43,27,310,310,,14.1,17,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/7/2019,11.41,,0.03,0.2,0,35,38,25,310,340,,18.1,25.1,1,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/8/2019,7.61,,0,0,0,29,39,22,340,290,,15,21,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/9/2019,10.96,,0,0,0,31,41,27,210,210,,21,27.1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/10/2019,7.83,,0.03,0,0,40,47,34,10,10,,16.1,19.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/11/2019,10.96,,0.81,8.5,1.2,33,34,23,330,330,,18.1,23.9,1,1,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/12/2019,10.74,,0.05,0.7,9.1,23,25,13,310,300,,19.9,27.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/13/2019,8.5,,0,0,7.1,15,25,7,190,180,,17,23,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/14/2019,10.29,,0,0.1,5.9,28,33,24,250,250,,19.9,25.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/15/2019,8.5,,0,0,5.1,31,36,26,250,260,,18.1,23.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/16/2019,8.5,,0,0,3.1,29,34,22,60,40,,14.1,19,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/17/2019,3.8,,0,0,3.1,29,40,21,140,60,,6.9,10.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/18/2019,2.01,,0,0,2,39,50,31,190,50,,6.9,8.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/19/2019,3.36,,0,0,1.2,36,41,29,220,220,,8.1,10.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/20/2019,5.37,,0,0,0,40,44,36,220,240,,10.1,12.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/21/2019,13.65,,0.06,0,0,42,52,39,250,260,,28,36.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/22/2019,10.74,,0,0,0,40,46,27,310,320,,23,31.1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/23/2019,4.47,,0,0,0,30,39,24,280,290,,13,16.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/24/2019,10.74,,0.02,0,0,36,47,29,230,230,,19.9,25.1,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/25/2019,8.95,,0,0,0,43,51,37,210,220,,16.1,19.9,1,,,,,,,1,,
USW00094847,"DETROIT METRO AIRPORT, MI US",11/26/2019,6.04,,0.05,0,0,45,53,36,220,80,,13,17,1,,,,,,,1,,
